file_loc,label
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/182410.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/142255.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/62887.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/174387.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/83358.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/127292.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/139438.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/94385.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/249780.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/182149.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/159370.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/157166.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/175552.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/232734.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/178955.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/78818.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/164193.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/67627.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/113292.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/164379.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/243801.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/158830.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/64622.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/138184.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/169823.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/186400.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/207539.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/90805.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/38566.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/23187.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/31254.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/216630.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/32103.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/17552.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/109385.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/4433.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/208986.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/175823.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/277310.jpg,0
/mnt/acmis_hby/Paper_experiment_one/Datasets/baselines_dataset/train/barred_spirals/290695.jpg,0
